id,name,author,difficulty,event,category,tags,users_solved,event_points,solved_by_user,bookmarked
45,vault-door-6,Mark E. Haase,2,picoCTF 2019,Reverse Engineering,,5128,350,False,False
43,Easy1,Alex Fulton/Danny,2,picoCTF 2019,Cryptography,,40790,100,False,False
40,Mr-Worldwide,Danny,2,picoCTF 2019,Cryptography,,14219,200,False,False
38,waves over lambda,invisibility/danny,2,picoCTF 2019,Cryptography,,4841,300,False,False
35,Based,Alex Fulton/Daniel Tunitis,2,picoCTF 2019,General Skills,,37193,200,False,False
31,Flags,Danny,2,picoCTF 2019,Cryptography,,22210,200,False,False
30,shark on wire 1,Danny,2,picoCTF 2019,Forensics,,20292,150,False,False
26,m00nwalk,Joon,2,picoCTF 2019,Forensics,,5540,250,False,False
25,JaWT Scratchpad,John Hammond,2,picoCTF 2019,Web Exploitation,,6033,400,False,False
21,Tapping,Danny,2,picoCTF 2019,Cryptography,,19207,200,False,False
20,asm1,Sanjay C,2,picoCTF 2019,Reverse Engineering,,6247,200,False,False
19,So Meta,Kevin Cooper/Danny,2,picoCTF 2019,Forensics,,28950,150,False,False
15,mus1c,Danny,2,picoCTF 2019,General Skills,,30275,300,False,False
12,vault-door-1,Mark E. Haase,2,picoCTF 2019,Reverse Engineering,,31245,100,False,False
9,picobrowser,Archit,2,picoCTF 2019,Web Exploitation,,32784,200,False,False
8,Irish-Name-Repo 3,Xingyang Pan,2,picoCTF 2019,Web Exploitation,,12063,400,False,False
6,john_pollard,Samuel S,2,picoCTF 2019,Cryptography,,5839,500,False,False
3,la cifra de,Alex Fulton/Daniel Tunitis,2,picoCTF 2019,Cryptography,,13937,200,False,False
496,secure-email-service,"ehhthing, strellic",3,picoCTF 2025,Web Exploitation,browser_webshell_solvable,30,500,False,False
495,Ricochet,asinghani,3,picoCTF 2025,Cryptography,browser_webshell_solvable,58,500,False,False
493,ChaCha Slide,asinghani,3,picoCTF 2025,Cryptography,browser_webshell_solvable,217,400,False,False
486,handoff,SkrubLawd,3,picoCTF 2025,Binary Exploitation,browser_webshell_solvable,353,400,False,False
478,Pachinko Revisited,notdeghost,3,picoCTF 2025,Web Exploitation,browser_webshell_solvable,21,500,False,False
447,elements,ehhthing,3,picoCTF 2024,Web Exploitation,,694,500,False,False
446,babygame03,Palash Oswal,3,picoCTF 2024,Binary Exploitation,game,353,400,False,False
441,high frequency troubles,pepsipu,3,picoCTF 2024,Binary Exploitation,heap,95,500,False,False
417,flag_printer,ehhthing,3,picoCTF 2024,Cryptography,browser_webshell_solvable,181,500,False,False
386,Virtual Machine 1,LT 'syreal' Jones,3,picoCTF 2023,Reverse Engineering,Analog,399,300,False,False
383,UnforgottenBits,LT 'syreal' Jones,3,picoCTF 2023,Forensics,disk,395,500,False,False
380,tic-tac,Junias Bonou,3,picoCTF 2023,Binary Exploitation,"bash, linux, toctou",1388,200,False,False
379,SRA,f0xtr0t,3,picoCTF 2023,Cryptography,rsa,739,400,False,False
366,PowerAnalysis: Warmup,Anish Singhani,3,picoCTF 2023,Cryptography,,657,200,False,False
365,PowerAnalysis: Part 2,Anish Singhani,3,picoCTF 2023,Cryptography,,301,500,False,False
364,PowerAnalysis: Part 1,Anish Singhani,3,picoCTF 2023,Cryptography,,289,400,False,False
361,No way out,Kris,3,picoCTF 2023,Reverse Engineering,,1541,200,False,False
360,msfroggenerator2,ehhthing,3,picoCTF 2023,Web Exploitation,,509,500,False,False
354,Invisible WORDs,LT 'syreal' Jones,3,picoCTF 2023,Forensics,steganography,843,300,False,False
353,Horsetrack,madStacks,3,picoCTF 2023,Binary Exploitation,,147,300,False,False
346,babygame02,Palash Oswal,3,picoCTF 2023,Binary Exploitation,game,812,200,False,False
344,cancri-sp,NotDeGhost,3,picoCTF 2023,Web Exploitation,,29,500,False,False
318,Wizardlike,LT 'syreal' Jones,3,picoCTF 2022,Reverse Engineering,"binary, game",1300,500,False,False
317,wine,Neel Bhavsar,3,picoCTF 2022,Binary Exploitation,windows,1102,300,False,False
315,Very Smooth,Joshua Inscoe,3,picoCTF 2022,Cryptography,"backdoor, rsa",1459,300,False,False
310,Sum-O-Primes,Joshua Inscoe,3,picoCTF 2022,Cryptography,rsa,2129,400,False,False
306,stack cache,Palash Oswal,3,picoCTF 2022,Binary Exploitation,"cache, compiler, undefined_behavior",865,400,False,False
302,solfire,notdeghost,3,picoCTF 2022,Binary Exploitation,blockchain,17,500,False,False
298,SideChannel,Anish Singhani,3,picoCTF 2022,Forensics,,2641,400,False,False
297,Sequences,Anish Singhani,3,picoCTF 2022,Cryptography,,1251,400,False,False
292,ropfu,Sanjay C / LT 'syreal' Jones,3,picoCTF 2022,Binary Exploitation,ROP,1880,300,False,False
283,NSA Backdoor,Joshua Inscoe,3,picoCTF 2022,Cryptography,"backdoor, diffie_hellman, rsa",651,500,False,False
282,noted,ehhthing,3,picoCTF 2022,Web Exploitation,,1706,500,False,False
277,Live Art,zwad3,3,picoCTF 2022,Web Exploitation,,242,500,False,False
276,Keygenme,LT 'syreal' Jones,3,picoCTF 2022,Reverse Engineering,"binary, keygen",2161,400,False,False
272,function overwrite,Neel Bhavsar,3,picoCTF 2022,Binary Exploitation,"Array_bounds, Function_pointers",1463,400,False,False
260,buffer overflow 3,Sanjay C / Palash Oswal,3,picoCTF 2022,Binary Exploitation,canary,1880,300,False,False
222,not crypto,asphyxia,3,picoMini by redpwn,Reverse Engineering,,1612,150,False,False
221,MATRIX,asphyxia,3,picoMini by redpwn,Reverse Engineering,,178,500,False,False
220,breadth,asphyxia,3,picoMini by redpwn,Reverse Engineering,,723,200,False,False
219,riscy business,asphyxia,3,picoMini by redpwn,Reverse Engineering,,193,350,False,False
218,vr-school,notdeghost,3,picoMini by redpwn,Binary Exploitation,,121,500,False,False
217,homework,tpa,3,picoMini by redpwn,Binary Exploitation,,103,400,False,False
215,fermat-strings,notdeghost,3,picoMini by redpwn,Binary Exploitation,,538,250,False,False
214,lockdown-horses,kfb,3,picoMini by redpwn,Binary Exploitation,,241,450,False,False
213,SaaS,notdeghost,3,picoMini by redpwn,Binary Exploitation,,300,350,False,False
212,college-rowing-team,Boolean,3,picoMini by redpwn,Cryptography,,1524,250,False,False
211,corrupt-key-2,Tux,3,picoMini by redpwn,Cryptography,,41,500,False,False
209,triple-secure,Boolean,3,picoMini by redpwn,Cryptography,,1962,150,False,False
208,XtraORdinary,Boolean,3,picoMini by redpwn,Cryptography,,1623,150,False,False
207,corrupt-key-1,Tux,3,picoMini by redpwn,Cryptography,,233,350,False,False
206,scrambled-bytes,kfb,3,picoMini by redpwn,Forensics,,1087,200,False,False
204,notepad,ginkoid,3,picoMini by redpwn,Web Exploitation,,2415,250,True,False
190,Bithug,zwad3,3,picoCTF 2021,Web Exploitation,,1960,500,False,False
187,Unsubscriptions Are Free,thelshell,3,picoCTF 2021,Binary Exploitation,,2159,100,False,False
184,filtered-shellcode,madStacks,3,picoCTF 2021,Binary Exploitation,,844,160,False,False
183,ARMssembly 4,Dylan McGuire,3,picoCTF 2021,Reverse Engineering,,1305,170,False,False
182,Some Assembly Required 4,Sears Schulz,3,picoCTF 2021,Web Exploitation,,638,200,False,False
181,Bizz Fuzz,madStacks,3,picoCTF 2021,Binary Exploitation,,1121,500,False,False
179,Here's a LIBC,madStacks,3,picoCTF 2021,Binary Exploitation,,2148,90,False,False
178,Turboflan,wparks,3,picoCTF 2021,Binary Exploitation,,118,600,False,False
172,The Office,madStacks,3,picoCTF 2021,Binary Exploitation,,170,400,False,False
171,gogo,thelshell,3,picoCTF 2021,Reverse Engineering,,1778,110,False,False
168,Kit Engine,wparks,3,picoCTF 2021,Binary Exploitation,,390,375,False,False
165,Hurry up! Wait!,syreal,3,picoCTF 2021,Reverse Engineering,,2849,100,False,False
164,Stonk Market,madStacks,3,picoCTF 2021,Binary Exploitation,,341,180,False,False
153,Some Assembly Required 3,Sears Schulz,3,picoCTF 2021,Web Exploitation,,1772,160,False,False
151,Rolling My Own,Luke Rindels,3,picoCTF 2021,Reverse Engineering,,504,300,False,False
150,ARMssembly 2,Dylan McGuire,3,picoCTF 2021,Reverse Engineering,,3116,90,False,False
149,Checkpass,Jay Bosamiya,3,picoCTF 2021,Reverse Engineering,,220,375,False,False
148,New Vignere,madStacks,3,picoCTF 2021,Cryptography,,1129,300,False,False
146,Cache Me Outside,madStacks,3,picoCTF 2021,Binary Exploitation,,2320,70,False,False
141,Very very very Hidden,Sara,3,picoCTF 2021,Forensics,,1874,300,False,False
140,Double DES,madStacks,3,picoCTF 2021,Cryptography,,1576,120,False,False
136,Clouds,madStacks,3,picoCTF 2021,Cryptography,,74,500,False,False
135,Download Horsepower,wparks,3,picoCTF 2021,Binary Exploitation,,145,450,False,False
127,Compress and Attack,Jake Beley,3,picoCTF 2021,Cryptography,,2152,130,False,False
123,It's Not My Fault 1,rkm0959,3,picoCTF 2021,Cryptography,,1128,100,False,False
122,Easy as GDB,McKade,3,picoCTF 2021,Reverse Engineering,,868,160,False,False
119,Powershelly,Sara,3,picoCTF 2021,Reverse Engineering,,759,180,False,False
117,Surfing the Waves,William Batista,3,picoCTF 2021,Forensics,,1224,150,False,False
114,Play Nice,madStacks,3,picoCTF 2021,Cryptography,,2789,110,False,False
107,Scrambled: RSA,Sara,3,picoCTF 2021,Cryptography,,942,140,False,False
106,ARMssembly 3,Dylan McGuire,3,picoCTF 2021,Reverse Engineering,,1742,130,False,False
102,Let's get dynamic,Ryan Ramseyer,3,picoCTF 2021,Reverse Engineering,,1287,150,False,False
92,OTP Implementation,madStacks,3,picoCTF 2020 Mini-Competition,Reverse Engineering,,823,1,False,False
90,Guessing Game 1,madStacks,3,picoCTF 2020 Mini-Competition,Binary Exploitation,,1218,1,False,False
89,Guessing Game 2,madStacks,3,picoCTF 2020 Mini-Competition,Binary Exploitation,,461,1,False,False
83,Investigative Reversing 3,Santiago C/Danny T,3,picoCTF 2019,Forensics,,544,400,False,False
79,reverse_cipher,Danny Tunitis,3,picoCTF 2019,Reverse Engineering,,1946,300,False,False
78,b00tl3gRSA3,invisibility,3,picoCTF 2019,Cryptography,,1270,450,False,False
76,AES-ABC,waituckw,3,picoCTF 2019,Cryptography,,1813,400,False,False
75,zero_to_hero,Claude,3,picoCTF 2019,Binary Exploitation,,169,500,False,False
73,miniRSA,speeeday/Danny,3,picoCTF 2019,Cryptography,,4654,300,False,False
72,asm3,Sanjay C,3,picoCTF 2019,Reverse Engineering,,1622,300,False,False
70,Investigative Reversing 0,Danny Tunitis,3,picoCTF 2019,Forensics,,1727,300,False,False
65,vault-door-7,Mark E. Haase,3,picoCTF 2019,Reverse Engineering,,3801,400,False,False
63,droids2,Jason,3,picoCTF 2019,Reverse Engineering,,1881,400,False,False
61,rsa-pop-quiz,wparks/nmontierth,3,picoCTF 2019,Cryptography,,3501,200,False,False
57,B1ll_Gat35,Alex Bushkin,3,picoCTF 2019,Reverse Engineering,,1013,400,False,False
56,B1g_Mac,Santiago C,3,picoCTF 2019,Forensics,,2689,500,False,False
55,sice_cream,Samuel,3,picoCTF 2019,Binary Exploitation,,72,500,False,False
54,Investigative Reversing 4,Santiago C/Danny T,3,picoCTF 2019,Forensics,,438,400,False,False
50,seed-sPRiNG,John Hammond,3,picoCTF 2019,Binary Exploitation,,655,350,False,False
47,investigation_encoded_1,Santiago C,3,picoCTF 2019,Forensics,,178,450,False,False
42,WebNet1,Jason,3,picoCTF 2019,Forensics,,3988,450,False,False
39,Need For Speed,Alexander Bushkin,3,picoCTF 2019,Reverse Engineering,,1288,400,False,False
36,investigation_encoded_2,Santiago C,3,picoCTF 2019,Forensics,,158,500,False,False
33,Java Script Kiddie 2,John Johnson,3,picoCTF 2019,Web Exploitation,,890,450,False,False
32,WebNet0,Jason,3,picoCTF 2019,Forensics,,4590,350,False,False
29,Java Script Kiddie,John Johnson,3,picoCTF 2019,Web Exploitation,,1390,400,False,False
28,m00nwalk2,Joon,3,picoCTF 2019,Forensics,,2730,300,False,False
27,Investigative Reversing 1,Danny Tunitis,3,picoCTF 2019,Forensics,,994,350,False,False
24,Forky,Samuel,3,picoCTF 2019,Reverse Engineering,,2808,500,False,False
23,droids3,Jason,3,picoCTF 2019,Reverse Engineering,,1907,450,False,False
17,droids4,Jason,3,picoCTF 2019,Reverse Engineering,,2242,500,False,False
16,asm2,Sanjay C,3,picoCTF 2019,Reverse Engineering,,3113,250,False,False
14,droids1,Jason,3,picoCTF 2019,Reverse Engineering,,2054,350,False,False
13,Investigative Reversing 2,Santiago C/Danny T,3,picoCTF 2019,Forensics,,670,350,False,False
11,droids0,Jason,3,picoCTF 2019,Reverse Engineering,,2472,300,False,False
10,vault-door-8,Mark E. Haase,3,picoCTF 2019,Reverse Engineering,,2785,450,False,False
5,asm4,Sanjay C,3,picoCTF 2019,Reverse Engineering,,815,400,False,False
2,b00tl3gRSA2,invisibility,3,picoCTF 2019,Cryptography,,2876,400,False,False
